CODE_DIST,NUM_LQ,Frequency(GHz),PowerStatic(W),PowerDynamic(W)
3.0,5.0,2.99,0.0,0.00884
3.0,7.0,2.72,0.0,0.0117
3.0,9.0,2.45,0.0,0.0149
3.0,11.0,2.45,0.0,0.01849
5.0,5.0,2.99,0.0,0.00884
5.0,7.0,2.72,0.0,0.0117
5.0,9.0,2.45,0.0,0.0149
5.0,11.0,2.45,0.0,0.01849
7.0,5.0,2.99,0.0,0.00884
7.0,7.0,2.72,0.0,0.0117
7.0,9.0,2.45,0.0,0.0149
7.0,11.0,2.45,0.0,0.01849
15.0,5.0,2.99,0.0,0.00884
15.0,7.0,2.72,0.0,0.0117
15.0,9.0,2.45,0.0,0.0149
15.0,11.0,2.45,0.0,0.01849
