CODE_DIST,NUM_LQ,Frequency(GHz),PowerStatic(W),PowerDynamic(W)
3.0,5.0,1.95,0.0034200000000000003,0.20688
3.0,7.0,1.91,0.00436,0.26008000000000003
3.0,9.0,1.88,0.0051600000000000005,0.31072
3.0,11.0,1.82,0.00615,0.36209
5.0,5.0,1.7,0.00744,0.44118
5.0,7.0,1.73,0.00937,0.55404
5.0,9.0,1.65,0.011090000000000001,0.66423
5.0,11.0,1.56,0.01272,0.77132
