CODE_DIST,NUM_LQ,Frequency(GHz),PowerStatic(W),PowerDynamic(W)
3.0,5.0,2.08,0.0,0.02174
3.0,7.0,1.86,0.0,0.02513
3.0,9.0,1.8,0.0,0.032
3.0,11.0,1.66,0.0,0.0347
5.0,5.0,2.08,0.0,0.02174
5.0,7.0,1.86,0.0,0.02513
5.0,9.0,1.8,0.0,0.032
5.0,11.0,1.66,0.0,0.0347
7.0,5.0,2.08,0.0,0.02174
7.0,7.0,1.86,0.0,0.02513
7.0,9.0,1.8,0.0,0.032
7.0,11.0,1.66,0.0,0.0347
15.0,5.0,2.08,0.0,0.02174
15.0,7.0,1.86,0.0,0.02513
15.0,9.0,1.8,0.0,0.032
15.0,11.0,1.66,0.0,0.0347
