CODE_DIST,NUM_LQ,Frequency(GHz),PowerStatic(W),PowerDynamic(W)
3.0,5.0,2.11,4e-05,0.23881999999999998
3.0,7.0,2.01,5e-05,0.28198
3.0,9.0,2.04,5.9999999999999995e-05,0.35954
3.0,11.0,2.08,7e-05,0.4168
5.0,5.0,2.04,9e-05,0.52468
5.0,7.0,1.98,0.00011,0.6625
5.0,9.0,1.78,0.00013000000000000002,0.7370899999999999
5.0,11.0,1.8,0.00015,0.8611200000000001
7.0,5.0,1.86,0.00015,0.8870100000000001
7.0,7.0,1.8,0.00018,1.1433799999999998
7.0,9.0,1.78,0.00022,1.35109
7.0,11.0,1.78,0.00026,1.55736
