CODE_DIST,NUM_LQ,Frequency(GHz),PowerStatic(W),PowerDynamic(W)
3.0,5.0,1.88,0.00349,0.2121
3.0,7.0,1.88,0.0045,0.26555
3.0,9.0,1.82,0.00514,0.31706
3.0,11.0,1.85,0.0061,0.37053
5.0,5.0,1.76,0.0075299999999999,0.4496199999999999
5.0,7.0,1.68,0.00921,0.56291
5.0,9.0,1.63,0.01145,0.67718
5.0,11.0,1.65,0.01339,0.7929999999999999
7.0,5.0,1.63,0.0127099999999999,0.7752600000000001
7.0,7.0,1.53,0.01569,0.96848
7.0,9.0,1.53,0.01942,1.16986
7.0,11.0,1.56,0.02265,1.3654700000000002
