CODE_DIST,NUM_LQ,Frequency(GHz),PowerStatic(W),PowerDynamic(W)
3.0,5.0,3.06,0.0,0.03678
3.0,7.0,3.06,0.0,0.05002
3.0,9.0,2.99,1e-05,0.06712
3.0,11.0,2.92,1e-05,0.07798
5.0,5.0,3.06,0.0,0.03678
5.0,7.0,3.06,0.0,0.05002
5.0,9.0,2.99,1e-05,0.06712
5.0,11.0,2.92,1e-05,0.07798
7.0,5.0,3.06,0.0,0.03678
7.0,7.0,3.06,0.0,0.05002
7.0,9.0,2.99,1e-05,0.06712
7.0,11.0,2.92,1e-05,0.07798
15.0,5.0,3.06,0.0,0.03678
15.0,7.0,3.06,0.0,0.05002
15.0,9.0,2.99,1e-05,0.06712
15.0,11.0,2.92,1e-05,0.07798
