Name,Num,Freq(GHz),Pstat(nW),Edyn(nJ/Gacc),Area(um^2),Gate,JJ,Latency(ps),Pstat_sum(nW),Edyn_sum(nJ/Gacc),Area_sum(um^2),Gate_sum,JJ_sum
edu_ctrl,1,32.59,2393200,2995.81,6559900,1309,7377,615.5,2393200,2995.81,6559900,1309,7377
fifo_ctrl_pibuf,1,32.64,389251,490.52,1148700,214,1224,230.6,389251,490.52,1148700,214,1224
ndroram_pibuf,36,86.21,2252562,2760.98,6926800,1330,6886,0.0,81092232,99395.28,249364800,47880,247896
demux_pibuf,36,86.21,903811,1077.6,2657600,583,2556,122.5,32537196,38793.6,95673600,20988,92016
srmem_eduloc,5,56.82,1818907,2230.49,3818700,1028,5161,0.0,9094535,11152.449999999999,19093500,5140,25805
educell_predecoder,36,32.57,7703210,9511.57,25980400,4449,23619,616.8599999999999,277315560,342416.52,935294400,160164,850284
ndronw_predec,9216,99.01,520868,623.88,1577600,328,1504,0.0,4800319488,5749678.08,14539161600,3022848,13860864
edu_nexterr,9216,32.57,130818,173.58,507400,74,384,153.1,1205618688,1599713.28,4676198400,681984,3538944
educell_esmunit_idx,9216,86.21,115721,146.26,369700,65,376,90.3,1066484736,1347932.16,3407155200,599040,3465216
educell_decoder,9216,32.59,2570371,3195.19,7552600,1472,7905,547.96,23688539136,29446871.04,69604761600,13565952,72852480
educell_syndir,9216,86.21,258326,322.47,907300,150,806,138.72,2380732416,2971883.5200000005,8361676800,1382400,7428096
educell_spikegen,9216,86.21,433329,537.69,1395300,250,1323,174.33999999999997,3993560064,4955351.040000001,12859084800,2304000,12192768
educell_syndromegen,9216,86.21,817258,1014.79,2826800,465,2502,193.57999999999998,7531849728,9352304.64,26051788800,4285440,23058432
ndronw_esm,9216,99.01,106439,129.87,355700,64,322,0.0,980941824,1196881.92,3278131200,589824,2967552
